"Survived","Pclass","Sex","Age","Title","SibSp","Parch","FareFamily","CabinLevel","CabinSide","Embarked","MissingAge"
1,"3","male",32,"Mr",0,0,8.05,"E","port","S",0
1,"1","male",28,"Mr",0,0,26.55,"C","port","S",0
1,"3","female",31.48,"Mrs",1,0,8.05,"none","none","S",1
1,"2","female",42,"Mrs",1,0,13,"none","none","S",0
0,"3","male",17,"Mr",0,0,7.125,"none","none","S",0
0,"1","male",50,"Mr",1,0,27.95,"E","port","S",0
1,"1","female",14,"Miss",1,2,30,"B","port","S",0
0,"3","female",21,"Miss",2,2,6.875,"none","none","S",0
1,"2","female",24,"Mrs",2,3,3.125,"none","none","S",0
0,"1","male",64,"Mr",1,4,43.8333333333333,"C","starboard","S",0
0,"2","male",31,"Mr",0,0,10.5,"none","none","S",0
1,"2","female",45,"Mrs",1,1,8.75,"none","none","S",0
0,"3","male",20,"Mr",0,0,9.5,"none","none","S",0
0,"3","male",25,"Mr",1,0,3.8875,"none","none","S",0
1,"2","female",28,"Miss",0,0,13,"none","none","S",0
1,"3","male",28.08,"Mr",0,0,8.1125,"none","none","S",1
1,"1","male",4,"Master",0,2,27.2861,"A","port","S",0
1,"2","female",13,"Miss",0,1,9.75,"none","none","S",0
1,"1","male",34,"Mr",0,0,26.55,"none","none","S",0
1,"3","female",5,"Miss",2,1,4.814575,"none","none","C",0
1,"1","male",52,"OtherMale",0,0,30.5,"C","port","S",0
0,"2","male",36,"Mr",1,2,6.9375,"none","none","S",0
0,"3","male",28.08,"Mr",1,0,9.98335,"none","none","S",1
0,"1","male",30,"Mr",0,0,27.75,"C","starboard","C",0
1,"1","male",49,"Mr",1,0,44.5521,"C","port","C",0
0,"3","male",28.08,"Mr",0,0,8.05,"none","none","S",1
1,"3","male",29,"Mr",0,0,7.8958,"none","none","C",0
0,"1","male",65,"Mr",0,0,26.55,"E","port","S",0
1,"1","female",35.64,"Mrs",1,0,25.93125,"D","starboard","S",1
1,"2","female",50,"Miss",0,0,10.5,"none","none","S",0
0,"3","male",28.08,"Mr",0,0,7.75,"none","none","Q",1
1,"1","male",48,"Mr",0,0,26.55,"E","port","S",0
0,"3","male",34,"Mr",0,0,8.05,"none","none","S",0
0,"1","male",47,"Mr",0,0,38.5,"E","starboard","S",0
0,"2","male",48,"Mr",0,0,13,"none","none","S",0
0,"3","male",28.08,"Mr",0,0,8.05,"none","none","S",1
0,"3","male",38,"Mr",0,0,7.05,"none","none","S",0
0,"2","male",29.68,"Mr",0,0,0,"none","none","S",1
0,"1","male",56,"Mr",0,0,26.55,"none","none","S",0
0,"3","male",28.08,"Mr",0,0,7.725,"none","none","Q",1
1,"3","female",0.75,"Miss",2,1,4.814575,"none","none","C",0
0,"3","male",28.08,"Mr",0,0,7.25,"none","none","S",1
0,"3","male",38,"Mr",0,0,8.6625,"none","none","S",0
1,"2","female",33,"Mrs",1,2,6.9375,"none","none","S",0
1,"2","female",23,"Mrs",0,0,13.7917,"D","none","C",0
0,"3","female",22,"Miss",0,0,9.8375,"none","none","S",0
0,"1","male",32.24,"Mr",0,0,52,"A","port","S",1
0,"2","male",34,"Mr",1,0,10.5,"none","none","S",0
0,"3","male",29,"Mr",1,0,3.5229,"none","none","S",0
0,"3","male",22,"Mr",0,0,7.5208,"none","none","S",0
1,"3","female",2,"Miss",0,1,6.14375,"none","none","S",0
0,"3","male",9,"Master",5,2,5.8625,"none","none","S",0
0,"2","male",29.68,"Mr",0,0,0,"none","none","S",1
0,"3","male",50,"Mr",0,0,8.05,"none","none","S",0
1,"3","female",63,"Mrs",0,0,9.5875,"none","none","S",0
1,"1","male",25,"Mr",1,0,45.5396,"B","starboard","C",0
0,"3","female",21.96,"Miss",3,1,5.09334,"none","none","S",1
1,"1","female",35,"Mrs",1,0,45,"C","starboard","S",0
0,"1","male",58,"Mr",0,0,29.7,"B","starboard","C",0
0,"3","male",30,"Mr",0,0,8.05,"none","none","S",0
1,"3","male",9,"Master",1,1,5.3,"none","none","S",0
0,"3","male",28.08,"Mr",1,0,9.98335,"none","none","S",1
0,"3","male",21,"Mr",0,0,7.25,"none","none","S",0
0,"1","male",55,"Mr",0,0,30.5,"C","port","S",0
0,"1","male",71,"Mr",0,0,49.5042,"none","none","C",0
0,"3","male",21,"Mr",0,0,8.05,"none","none","S",0
0,"3","male",28.08,"Mr",0,0,14.4583,"none","none","C",1
1,"1","female",54,"Miss",1,0,39.13335,"D","port","C",0
0,"3","male",28.08,"Mr",0,0,15.1,"none","none","S",1
0,"1","female",25,"Mrs",1,2,37.8875,"C","port","S",0
0,"3","male",24,"Mr",0,0,7.7958,"none","none","S",0
0,"3","male",17,"Mr",0,0,8.6625,"none","none","S",0
0,"3","female",21,"Miss",0,0,7.75,"none","none","Q",0
0,"3","female",21.96,"Miss",0,0,7.6292,"none","none","Q",1
0,"3","female",37,"Miss",0,0,9.5875,"none","none","S",0
1,"1","female",16,"Miss",0,0,86.5,"B","starboard","S",0
0,"1","male",18,"Mr",1,0,54.45,"C","starboard","C",0
1,"2","female",33,"Mrs",0,2,8.66666666666667,"none","none","S",0
1,"1","male",32.24,"Mr",0,0,26.55,"none","none","S",1
0,"3","male",28,"Mr",0,0,22.525,"none","none","S",0
1,"3","male",26,"Mr",0,0,56.4958,"none","none","S",0
1,"3","male",29,"Mr",0,0,7.75,"none","none","Q",0
0,"3","male",28.08,"Mr",0,0,8.05,"none","none","S",1
1,"1","male",36,"Mr",0,0,26.2875,"E","starboard","S",0
1,"1","female",54,"Mrs",1,0,29.7,"none","none","C",0
0,"3","male",24,"Mr",0,0,7.4958,"none","none","S",0
0,"1","male",47,"Mr",0,0,34.0208,"D","port","S",0
1,"2","female",34,"Mrs",0,0,10.5,"F","starboard","S",0
0,"3","male",28.08,"Mr",0,0,24.15,"none","none","Q",1
1,"2","female",36,"Mrs",1,0,13,"none","none","S",0
0,"3","male",32,"Mr",0,0,7.8958,"none","none","S",0
1,"1","female",30,"Miss",0,0,93.5,"B","starboard","S",0
0,"3","male",22,"Mr",0,0,7.8958,"none","none","S",0
0,"3","male",28.08,"Mr",0,0,7.225,"none","none","C",1
1,"1","female",44,"Mrs",0,1,28.9896,"B","port","C",0
0,"3","male",28.08,"Mr",0,0,7.2292,"none","none","C",1
0,"3","male",40.5,"Mr",0,0,7.75,"none","none","Q",0
1,"2","female",50,"Miss",0,0,10.5,"none","none","S",0
0,"1","male",32.24,"Mr",0,0,221.7792,"C","starboard","S",1
0,"3","male",39,"Mr",0,0,7.925,"none","none","S",0
0,"2","male",23,"Mr",2,1,2.875,"none","none","S",0
1,"2","female",2,"Miss",1,1,8.66666666666667,"none","none","S",0
0,"3","male",28.08,"Mr",0,0,7.2292,"none","none","C",1
0,"3","male",17,"Mr",1,1,2.40973333333333,"none","none","C",0
1,"3","female",31.48,"Mrs",0,2,7.45276666666667,"none","none","C",1
0,"3","female",30,"Miss",0,0,8.6625,"none","none","S",0
1,"2","female",7,"Miss",0,2,8.75,"none","none","S",0
0,"1","male",45,"OtherMale",0,0,26.55,"B","port","S",0
1,"1","female",30,"Miss",0,0,106.425,"none","none","C",0
0,"3","male",28.08,"Mr",0,0,14.5,"none","none","S",1
1,"1","female",22,"Miss",0,2,16.5,"B","starboard","C",0
1,"1","female",36,"Miss",0,2,23.6666666666667,"B","port","S",0
0,"3","female",9,"Miss",4,2,4.46785714285714,"none","none","S",0
0,"3","female",11,"Miss",4,2,4.46785714285714,"none","none","S",0
1,"2","male",32,"Mr",1,0,13,"none","none","S",0
0,"1","male",50,"Mr",1,0,53.2125,"C","port","C",0
0,"1","male",64,"Mr",0,0,26,"none","none","S",0
1,"2","female",19,"Mrs",1,0,13,"none","none","S",0
1,"2","male",29.68,"Mr",0,0,13.8625,"none","none","C",1
0,"3","male",33,"Mr",1,1,6.84166666666667,"none","none","S",0
1,"2","male",8,"Master",1,1,12.25,"none","none","S",0
1,"1","male",17,"Mr",0,2,36.9611,"C","port","C",0
0,"2","male",27,"Mr",0,0,26,"none","none","S",0
0,"3","male",28.08,"Mr",0,0,7.8292,"none","none","Q",1
1,"3","male",22,"Mr",0,0,7.225,"none","none","C",0
1,"3","female",22,"Miss",0,0,7.775,"none","none","S",0
0,"1","male",62,"Mr",0,0,26.55,"none","none","S",0
1,"1","female",48,"NobleWoman",1,0,19.8,"A","port","C",0
0,"1","male",32.24,"Mr",0,0,227.525,"none","none","C",1
1,"1","female",39,"Mrs",1,1,26.55,"E","starboard","S",0
1,"3","female",36,"Mrs",1,0,8.7,"none","none","S",0
0,"3","male",28.08,"Mr",0,0,7.75,"none","none","Q",1
0,"3","male",40,"Mr",0,0,7.8958,"none","none","S",0
0,"2","male",28,"Mr",0,0,13.5,"none","none","S",0
0,"3","male",28.08,"Mr",0,0,8.05,"none","none","S",1
0,"3","female",21.96,"Miss",0,0,8.05,"none","none","S",1
0,"3","male",24,"Mr",2,0,8.05,"none","none","S",0
0,"3","male",19,"Mr",0,0,7.8958,"none","none","S",0
0,"3","female",29,"Mrs",0,4,4.215,"none","none","S",0
0,"3","male",28.08,"Mr",0,0,7.2292,"none","none","C",1
1,"3","male",32,"Mr",0,0,7.8542,"none","none","S",0
1,"2","male",62,"Mr",0,0,10.5,"none","none","S",0
1,"1","female",53,"Mrs",2,0,17.1597333333333,"C","starboard","S",0
1,"1","male",36,"Mr",0,0,26.3875,"E","starboard","S",0
1,"3","female",21.96,"Miss",0,0,7.75,"none","none","Q",1
0,"3","male",16,"Mr",0,0,8.05,"none","none","S",0
0,"3","male",19,"Mr",0,0,14.5,"none","none","S",0
1,"2","female",34,"Miss",0,0,13,"none","none","S",0
1,"1","female",39,"Mrs",1,0,27.95,"E","port","S",0
0,"3","female",31.48,"Mrs",1,0,7.22915,"none","none","C",1
1,"3","male",32,"Mr",0,0,7.925,"none","none","S",0
1,"2","female",25,"Miss",1,1,10,"none","none","S",0
1,"1","female",39,"Mrs",1,1,36.9611,"C","port","C",0
0,"2","male",54,"Mr",0,0,26,"none","none","S",0
0,"1","male",36,"Mr",0,0,40.125,"A","port","C",0
0,"3","male",28.08,"Mr",0,0,8.7125,"none","none","C",1
1,"1","female",18,"Miss",0,2,26.55,"E","port","S",0
0,"2","male",47,"Mr",0,0,15,"none","none","S",0
1,"1","male",60,"Mr",1,1,26.4,"B","starboard","C",0
0,"3","male",22,"Mr",0,0,8.05,"none","none","S",0
0,"3","male",28.08,"Mr",0,0,8.05,"none","none","S",1
0,"3","male",35,"Mr",0,0,7.125,"none","none","S",0
1,"1","female",52,"Mrs",1,0,39.13335,"D","port","C",0
0,"3","male",47,"Mr",0,0,7.25,"none","none","S",0
0,"3","female",21.96,"Miss",0,2,2.58333333333333,"none","none","Q",1
0,"2","male",37,"Mr",1,0,13,"none","none","S",0
0,"3","male",36,"Mr",1,1,8.05,"none","none","S",0
1,"2","female",23.56,"Miss",0,0,33,"none","none","S",1
0,"3","male",49,"Mr",0,0,0,"none","none","S",0
0,"3","male",28.08,"Mr",0,0,7.225,"none","none","C",1
1,"1","male",49,"OtherMale",1,0,28.4646,"A","port","C",0
1,"2","female",24,"Mrs",2,1,6.75,"none","none","S",0
0,"3","male",28.08,"Mr",0,0,7.8958,"none","none","S",1
0,"1","male",32.24,"Mr",0,0,42.4,"none","none","S",1
0,"3","male",44,"Mr",0,0,8.05,"none","none","S",0
1,"1","male",35,"Mr",0,0,26.55,"none","none","C",0
0,"3","male",36,"Mr",1,0,7.775,"none","none","S",0
0,"3","male",30,"Mr",0,0,7.8958,"none","none","S",0
1,"1","male",27,"Mr",0,0,30.5,"none","none","S",0
1,"2","female",22,"Mrs",1,2,10.3948,"none","none","C",0
1,"1","female",40,"Miss",0,0,153.4625,"C","starboard","S",0
0,"3","female",39,"Mrs",1,5,4.46785714285714,"none","none","S",0
0,"3","male",28.08,"Mr",0,0,7.05,"none","none","S",1
1,"3","female",21.96,"Miss",1,0,7.75,"none","none","Q",1
0,"3","male",28.08,"Mr",0,0,7.75,"none","none","Q",1
0,"3","male",35,"Mr",0,0,8.05,"none","none","S",0
1,"2","female",24,"Miss",1,2,16.25,"none","none","S",0
0,"3","male",34,"Mr",1,1,4.8,"none","none","S",0
0,"3","female",26,"Mrs",1,0,8.05,"none","none","S",0
1,"2","female",4,"Miss",2,1,9.75,"F","port","S",0
0,"2","male",26,"Mr",0,0,10.5,"none","none","S",0
0,"3","male",27,"Mr",1,0,7.2271,"none","none","C",0
1,"1","male",42,"Mr",1,0,26.2771,"D","starboard","S",0
1,"3","male",20,"Mr",1,1,5.24723333333333,"none","none","C",0
0,"3","male",21,"Mr",0,0,7.8542,"none","none","S",0
0,"3","male",21,"Mr",0,0,16.1,"none","none","S",0
0,"1","male",61,"Mr",0,0,32.3208,"D","port","S",0
0,"2","male",57,"Rev",0,0,12.35,"none","none","Q",0
1,"1","female",21,"Miss",0,0,77.9583,"D","starboard","S",0
0,"3","male",26,"Mr",0,0,7.8958,"none","none","S",0
0,"3","male",28.08,"Mr",0,0,7.7333,"none","none","Q",1
1,"1","male",80,"Mr",0,0,30,"A","starboard","S",0
0,"3","male",51,"Mr",0,0,7.0542,"none","none","S",0
1,"1","male",32,"OtherMale",0,0,30.5,"B","port","C",0
0,"1","male",32.24,"Mr",0,0,0,"none","none","S",1
0,"3","female",9,"Miss",3,2,4.65,"none","none","S",0
1,"2","female",28,"Miss",0,0,13,"none","none","S",0
0,"3","male",32,"Mr",0,0,7.925,"none","none","S",0
0,"2","male",31,"Mr",1,1,8.75,"none","none","S",0
0,"3","female",41,"Mrs",0,5,6.61458333333333,"none","none","S",0
0,"3","male",28.08,"Mr",1,0,8.05,"none","none","S",1
0,"3","male",20,"Mr",0,0,7.8542,"none","none","S",0
1,"1","female",24,"NobleWoman",0,0,69.3,"B","starboard","C",0
0,"3","female",2,"Miss",3,2,4.65,"none","none","S",0
1,"3","male",28.08,"Mr",0,0,56.4958,"none","none","S",1
1,"3","female",0.75,"Miss",2,1,4.814575,"none","none","C",0
1,"1","male",48,"Mr",1,0,38.3646,"D","starboard","C",0
0,"3","male",19,"Mr",0,0,7.8958,"none","none","S",0
1,"1","male",56,"OtherMale",0,0,35.5,"A","port","C",0
0,"3","male",28.08,"Mr",0,0,7.55,"none","none","S",1
1,"3","female",23,"Miss",0,0,7.55,"none","none","S",0
0,"3","male",28.08,"Mr",0,0,7.8958,"none","none","S",1
1,"2","female",18,"Miss",0,1,11.5,"none","none","S",0
0,"3","male",21,"Mr",0,0,8.4333,"none","none","S",0
1,"3","female",21.96,"Miss",0,0,7.8292,"none","none","Q",1
0,"3","female",18,"Miss",0,0,6.75,"none","none","Q",0
0,"2","male",24,"Mr",2,0,24.5,"none","none","S",0
0,"3","male",28.08,"Mr",0,0,7.8958,"none","none","S",1
0,"3","female",32,"Mrs",1,1,5.16666666666667,"none","none","Q",0
0,"2","male",23,"Mr",0,0,13,"none","none","S",0
0,"1","male",58,"Mr",0,2,37.7583333333333,"D","port","C",0
1,"1","male",50,"OtherMale",2,0,44.55,"none","none","S",0
0,"3","male",40,"Mr",0,0,7.225,"none","none","C",0
0,"1","male",47,"Mr",0,0,25.5875,"E","port","S",0
0,"3","male",36,"Mr",0,0,7.4958,"none","none","S",0
1,"3","male",20,"Mr",1,0,3.9625,"none","none","S",0
0,"2","male",32,"Mr",2,0,24.5,"none","none","S",0
0,"2","male",25,"Mr",0,0,13,"none","none","S",0
0,"3","male",28.08,"Mr",0,0,7.775,"none","none","S",1
0,"3","male",43,"Mr",0,0,8.05,"none","none","S",0
1,"1","female",35.64,"Mrs",1,0,26,"C","port","S",1
1,"2","female",40,"Mrs",1,1,13,"none","none","S",0
0,"1","male",31,"Mr",1,0,26,"B","starboard","S",0
0,"2","male",70,"Mr",0,0,10.5,"none","none","S",0
1,"2","male",31,"Mr",0,0,13,"none","none","S",0
0,"2","male",29.68,"Mr",0,0,0,"none","none","S",1
0,"3","male",18,"Mr",0,0,7.775,"none","none","S",0
0,"3","male",24.5,"Mr",0,0,8.05,"none","none","S",0
1,"3","female",18,"Miss",0,0,9.8417,"none","none","S",0
0,"3","female",43,"Mrs",1,6,5.8625,"none","none","S",0
1,"1","male",36,"Mr",0,1,256.1646,"B","starboard","C",0
0,"3","female",21.96,"Miss",0,0,8.1375,"none","none","Q",1
1,"1","male",27,"Mr",0,0,76.7292,"D","starboard","C",0
0,"3","male",20,"Mr",0,0,9.225,"none","none","S",0
0,"3","male",14,"Mr",5,2,5.8625,"none","none","S",0
0,"2","male",60,"Mr",1,1,13,"none","none","S",0
0,"2","male",25,"Mr",1,2,10.3948,"none","none","C",0
0,"3","male",14,"Mr",4,1,6.61458333333333,"none","none","S",0
0,"3","male",19,"Mr",0,0,10.1708,"none","none","S",0
0,"3","male",18,"Mr",0,0,7.7958,"none","none","S",0
1,"1","female",15,"Miss",0,1,105.66875,"B","starboard","S",0
1,"1","male",31,"Mr",1,0,28.5,"B","port","S",0
1,"3","female",4,"Miss",0,1,6.70835,"none","none","C",0
1,"3","male",28.08,"Mr",0,0,56.4958,"none","none","S",1
0,"3","male",25,"Mr",0,0,7.225,"none","none","C",0
0,"1","male",60,"OtherMale",0,0,26.55,"none","none","S",0
0,"2","male",52,"Mr",0,0,13.5,"none","none","S",0
0,"3","male",44,"Mr",0,0,8.05,"none","none","S",0
1,"3","female",21.96,"Miss",0,0,7.7333,"none","none","Q",1
0,"1","male",49,"Mr",1,1,36.9611,"C","port","C",0
0,"3","male",42,"Mr",0,0,7.65,"F","starboard","S",0
1,"1","female",18,"Mrs",1,0,113.7625,"C","port","C",0
1,"1","male",35,"Mr",0,0,26.2875,"E","port","S",0
0,"3","female",18,"Miss",0,1,7.2271,"none","none","C",0
0,"3","male",25,"Mr",0,0,7.7417,"none","none","Q",0
0,"3","male",26,"Mr",1,0,3.9271,"none","none","S",0
0,"2","male",39,"Mr",0,0,26,"none","none","S",0
1,"2","female",45,"Mrs",0,0,13.5,"none","none","S",0
1,"1","male",42,"Mr",0,0,26.2875,"E","port","S",0
1,"1","female",22,"Miss",0,0,151.55,"none","none","S",0
1,"3","male",10.06,"Master",1,1,5.08193333333333,"none","none","C",1
1,"1","female",24,"NobleWoman",0,0,49.5042,"C","port","C",0
0,"1","male",32.24,"Mr",0,0,26.55,"C","port","S",1
1,"1","male",48,"Mr",1,0,26,"C","port","S",0
0,"3","male",29,"Mr",0,0,9.4833,"none","none","S",0
0,"2","male",52,"Mr",0,0,13,"none","none","S",0
0,"3","male",19,"Mr",0,0,7.65,"F","starboard","S",0
1,"1","female",38,"Miss",0,0,227.525,"C","starboard","C",0
1,"2","female",27,"Miss",0,0,10.5,"E","starboard","S",0
0,"3","male",28.08,"Mr",0,0,15.5,"none","none","Q",1
0,"3","male",33,"Mr",0,0,7.775,"none","none","S",0
1,"2","female",6,"Miss",0,1,16.5,"none","none","S",0
0,"3","male",17,"Mr",1,0,3.5271,"none","none","S",0
0,"2","male",34,"Mr",0,0,13,"none","none","S",0
0,"2","male",50,"Mr",0,0,13,"none","none","S",0
1,"1","male",27,"Mr",1,0,26.55,"E","port","S",0
0,"3","male",20,"Mr",0,0,8.6625,"none","none","S",0
1,"2","female",30,"Mrs",3,0,5.25,"none","none","S",0
1,"3","female",21.96,"Miss",0,0,7.7375,"none","none","Q",1
0,"2","male",25,"Mr",1,0,13,"none","none","S",0
0,"3","female",25,"Miss",1,0,3.9625,"none","none","S",0
1,"1","female",29,"Miss",0,0,211.3375,"B","starboard","S",0
0,"3","male",11,"Mr",0,0,18.7875,"none","none","C",0
0,"2","male",29.68,"Mr",0,0,0,"none","none","S",1
0,"2","male",23,"Mr",0,0,13,"none","none","S",0
0,"2","male",23,"Mr",0,0,13,"none","none","S",0
0,"3","male",28.5,"Mr",0,0,16.1,"none","none","S",0
0,"3","female",48,"Mrs",1,3,6.875,"none","none","S",0
1,"1","male",35,"Mr",0,0,512.3292,"B","starboard","C",0
0,"3","male",28.08,"Mr",0,0,7.8958,"none","none","S",1
0,"3","male",28.08,"Mr",0,0,7.8958,"none","none","S",1
1,"1","male",32.24,"Mr",0,0,30,"D","starboard","S",1
0,"1","male",36,"Mr",1,0,39.425,"C","port","S",0
1,"1","female",21,"Miss",2,2,52.475,"B","port","C",0
0,"3","male",24,"Mr",1,0,8.05,"none","none","S",0
1,"3","male",31,"Mr",0,0,7.925,"none","none","S",0
0,"1","male",70,"OtherMale",1,1,23.6666666666667,"B","port","S",0
0,"3","male",16,"Mr",1,1,6.75,"none","none","S",0
1,"2","female",30,"Miss",0,0,13,"none","none","S",0
0,"1","male",19,"Mr",1,0,26.55,"D","port","S",0
0,"3","male",31,"Mr",0,0,7.75,"none","none","Q",0
1,"2","female",4,"Miss",1,1,7.66666666666667,"none","none","S",0
1,"3","male",6,"Master",0,1,6.2375,"E","starboard","S",0
0,"3","male",33,"Mr",0,0,9.5,"none","none","S",0
0,"3","male",23,"Mr",0,0,7.8958,"none","none","S",0
1,"2","female",48,"Mrs",1,2,16.25,"none","none","S",0
1,"2","male",0.67,"Master",1,1,4.83333333333333,"none","none","S",0
0,"3","male",28,"Mr",0,0,7.7958,"none","none","S",0
0,"2","male",18,"Mr",0,0,11.5,"none","none","S",0
0,"3","male",34,"Mr",0,0,8.05,"none","none","S",0
1,"1","female",33,"NobleWoman",0,0,86.5,"B","starboard","S",0
0,"3","male",28.08,"Mr",0,0,14.5,"none","none","S",1
0,"3","male",41,"Mr",0,0,7.125,"none","none","S",0
1,"3","male",20,"Mr",0,0,7.2292,"none","none","C",0
1,"1","female",36,"Mrs",1,2,30,"B","port","S",0
0,"3","male",16,"Mr",0,0,7.775,"none","none","S",0
1,"1","female",51,"Mrs",1,0,38.97915,"D","starboard","S",0
0,"1","male",29,"OtherMale",0,0,39.6,"none","none","C",1
0,"3","female",30.5,"Miss",0,0,7.75,"none","none","Q",0
0,"3","male",28.08,"Mr",1,0,12.075,"none","none","Q",1
0,"3","male",32,"Mr",0,0,8.3625,"none","none","S",0
0,"3","male",24,"Mr",0,0,9.5,"none","none","S",0
0,"3","male",48,"Mr",0,0,7.8542,"none","none","S",0
0,"2","female",57,"Mrs",0,0,10.5,"E","starboard","S",0
0,"3","male",28.08,"Mr",0,0,7.225,"none","none","C",1
1,"2","female",54,"Mrs",1,3,4.6,"none","none","S",0
0,"3","male",18,"Mr",0,0,7.75,"none","none","S",0
0,"3","male",28.08,"Mr",0,0,7.75,"F","port","Q",1
1,"3","female",5,"Miss",0,0,12.475,"none","none","S",0
0,"3","male",28.08,"Mr",0,0,7.7375,"none","none","Q",1
1,"1","female",43,"Mrs",0,1,105.66875,"B","starboard","S",0
1,"3","female",13,"Miss",0,0,7.2292,"none","none","C",0
1,"1","female",17,"Mrs",1,0,28.5,"B","port","S",0
0,"1","male",29,"Mr",0,0,30,"D","port","S",0
0,"3","male",28.08,"Mr",1,2,5.8625,"none","none","S",1
0,"3","male",25,"Mr",0,0,7.05,"none","none","S",0
0,"3","male",25,"Mr",0,0,7.25,"none","none","S",0
1,"3","female",18,"Miss",0,0,7.4958,"none","none","S",0
0,"3","male",8,"Master",4,1,4.85416666666667,"none","none","Q",0
1,"3","male",1,"Master",1,2,5.14375,"none","none","S",0
0,"1","male",46,"Mr",0,0,79.2,"B","port","C",0
0,"3","male",28.08,"Mr",0,0,7.75,"none","none","Q",1
0,"2","male",16,"Mr",0,0,26,"none","none","S",0
0,"3","female",21.96,"Miss",8,2,6.32272727272727,"none","none","S",1
0,"1","male",32.24,"Mr",0,0,30.6958,"none","none","C",1
0,"3","male",25,"Mr",0,0,7.8958,"none","none","S",0
0,"2","male",39,"Mr",0,0,13,"none","none","S",0
1,"1","female",49,"OtherMale",0,0,25.9292,"D","starboard","S",0
1,"3","female",31,"Mrs",0,0,8.6833,"none","none","S",0
0,"3","male",30,"Mr",0,0,7.2292,"none","none","C",0
0,"3","female",30,"Mrs",1,1,8.05,"none","none","S",0
0,"2","male",34,"Mr",0,0,13,"none","none","S",0
1,"2","female",31,"Mrs",1,1,8.75,"none","none","S",0
1,"1","male",11,"Master",1,2,30,"B","port","S",0
1,"3","male",0.42,"Master",0,1,4.25835,"none","none","C",0
1,"3","male",27,"Mr",0,0,6.975,"none","none","S",0
0,"3","male",31,"Mr",0,0,7.775,"none","none","S",0
0,"1","male",39,"Mr",0,0,0,"A","port","S",0
0,"3","female",18,"Miss",0,0,7.775,"none","none","S",0
0,"2","male",39,"Mr",0,0,13,"none","none","S",0
1,"1","female",33,"Mrs",1,0,26.55,"E","port","S",0
0,"3","male",26,"Mr",0,0,7.8875,"none","none","S",0
0,"3","male",39,"Mr",0,0,24.15,"none","none","S",0
0,"2","male",35,"Mr",0,0,10.5,"none","none","S",0
0,"3","female",6,"Miss",4,2,4.46785714285714,"none","none","S",0
0,"3","male",30.5,"Mr",0,0,8.05,"none","none","S",0
0,"1","male",32.24,"Mr",0,0,0,"B","port","S",1
0,"3","female",23,"Miss",0,0,7.925,"none","none","S",0
0,"2","male",31,"Mr",1,1,12.3347333333333,"none","none","C",0
0,"3","male",43,"Mr",0,0,6.45,"none","none","S",0
0,"3","male",10,"Master",3,2,4.65,"none","none","S",0
1,"1","female",52,"Mrs",1,1,31.1666666666667,"B","starboard","S",0
1,"3","male",27,"Mr",0,0,8.6625,"none","none","S",0
0,"1","male",38,"OtherMale",0,0,0,"none","none","S",0
1,"3","female",27,"Mrs",0,1,6.2375,"E","starboard","S",0
0,"3","male",2,"Master",4,1,6.61458333333333,"none","none","S",0
0,"3","male",28.08,"Mr",0,0,6.95,"none","none","Q",1
0,"3","male",28.08,"Mr",0,0,56.4958,"none","none","S",1
1,"2","male",1,"Master",0,2,12.3347333333333,"none","none","C",0
1,"3","male",28.08,"Mr",0,0,7.75,"none","none","Q",1
1,"1","female",62,"Mrs",0,0,80,"B","port","S",0
1,"3","female",15,"Mrs",1,0,7.2271,"none","none","C",0
1,"2","male",0.83,"Master",1,1,6.25,"none","none","S",0
0,"3","male",28.08,"Mr",0,0,7.2292,"none","none","C",1
0,"3","male",23,"Mr",0,0,7.8542,"none","none","S",0
0,"3","male",18,"Mr",0,0,8.3,"none","none","S",0
1,"1","female",39,"Miss",1,1,27.7194333333333,"E","starboard","C",0
0,"3","male",21,"Mr",0,0,8.6625,"none","none","S",0
0,"3","male",28.08,"Mr",0,0,8.05,"none","none","S",1
1,"3","male",32,"Mr",0,0,56.4958,"none","none","S",0
1,"1","male",32.24,"Mr",0,0,29.7,"C","starboard","C",1
0,"3","male",20,"Mr",0,0,7.925,"none","none","S",0
0,"2","male",16,"Mr",0,0,10.5,"none","none","S",0
1,"1","female",30,"Miss",0,0,31,"none","none","C",0
0,"3","male",34.5,"Mr",0,0,6.4375,"none","none","C",0
0,"3","male",17,"Mr",0,0,8.6625,"none","none","S",0
0,"3","male",42,"Mr",0,0,7.55,"none","none","S",0
0,"3","male",28.08,"Mr",8,2,6.32272727272727,"none","none","S",1
0,"3","male",35,"Mr",0,0,7.8958,"none","none","C",0
0,"2","male",28,"Rev",0,1,16.5,"none","none","S",0
1,"1","female",35.64,"Mrs",1,0,44.5521,"C","port","C",1
0,"3","male",4,"Master",4,2,4.46785714285714,"none","none","S",0
0,"3","male",74,"Mr",0,0,7.775,"none","none","S",0
0,"3","female",9,"Miss",1,1,5.08193333333333,"none","none","C",0
1,"1","female",16,"Miss",0,1,19.7,"D","port","S",0
0,"2","female",44,"Mrs",1,0,13,"none","none","S",0
1,"3","female",18,"Mrs",0,1,4.675,"none","none","S",0
1,"1","female",45,"Mrs",1,1,54.9555666666667,"none","none","S",0
1,"1","male",51,"Mr",0,0,26.55,"E","starboard","S",0
1,"3","female",24,"Mrs",0,3,4.814575,"none","none","C",0
0,"3","male",28.08,"Mr",0,0,7.2292,"none","none","C",1
